"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",0,882,18,93428,0,0,100,"Intervention"
"2","2",0,910,18,93428,0,0,100,"Intervention"
"3","3",0,1054,18,93428,0,0,100,"Intervention"
"4","4",0,876,18,93428,0,0,100,"Intervention"
"5","5",0,944,18,93428,0,0,100,"Intervention"
"6","6",0,956,18,93428,0,0,100,"Intervention"
"7","7",0,914,18,93428,0,0,100,"Intervention"
"8","8",0,960,18,93428,0,0,100,"Intervention"
"9","9",0,892,18,93428,0,0,100,"Intervention"
"10","10",0,1012,18,93428,0,0,100,"Intervention"
"11","11",0,1000,18,93428,0,0,100,"Intervention"
"12","12",0,900,18,93428,0,0,100,"Intervention"
"13","13",0,944,18,93428,0,0,100,"Intervention"
"14","14",0,940,18,93428,0,0,100,"Intervention"
"15","15",0,880,18,93428,0,0,100,"Intervention"
"16","16",0,854,18,93428,0,0,100,"Intervention"
"17","17",0,902,18,93428,0,0,100,"Intervention"
"18","18",0,942,18,93428,0,0,100,"Intervention"
"19","19",0,960,18,93428,0,0,100,"Intervention"
"20","20",0,912,18,93428,0,0,100,"Intervention"
"21","21",0,862,18,93428,0,0,100,"Intervention"
"22","22",0,936,18,93428,0,0,100,"Intervention"
"23","23",0,948,18,93428,0,0,100,"Intervention"
"24","24",0,888,18,93428,0,0,100,"Intervention"
"25","25",0,938,18,93428,0,0,100,"Intervention"
"26","26",0,956,18,93428,0,0,100,"Intervention"
"27","27",0,1002,18,93428,0,0,100,"Intervention"
"28","28",0,956,18,93428,0,0,100,"Intervention"
"29","29",0,990,18,93428,0,0,100,"Intervention"
"30","30",0,912,18,93428,0,0,100,"Intervention"
"31","31",0,972,18,93428,0,0,100,"Intervention"
"32","32",0,928,18,93428,0,0,100,"Intervention"
"33","33",0,890,18,93428,0,0,100,"Intervention"
"34","34",0,864,18,93428,0,0,100,"Intervention"
"35","35",0,872,18,93428,0,0,100,"Intervention"
"36","36",0,924,18,93428,0,0,100,"Intervention"
"37","37",0,838,18,93428,0,0,100,"Intervention"
"38","38",0,904,18,93428,0,0,100,"Intervention"
"39","39",0,894,18,93428,0,0,100,"Intervention"
"40","40",0,892,18,93428,0,0,100,"Intervention"
"41","41",0,910,18,93428,0,0,100,"Intervention"
"42","42",0,964,18,93428,0,0,100,"Intervention"
"43","43",0,856,18,93428,0,0,100,"Intervention"
"44","44",0,964,18,93428,0,0,100,"Intervention"
"45","45",0,1014,18,93428,0,0,100,"Intervention"
"46","46",2,848,18,93428,12.2416142557652,0,100,"Intervention"
"47","47",0,838,18,93428,0,0,100,"Intervention"
"48","48",0,908,18,93428,0,0,100,"Intervention"
"49","49",0,970,18,93428,0,0,100,"Intervention"
"50","50",2,976,18,93428,10.6361566484517,0,100,"Intervention"
"51","51",0,948,18,93428,0,0,100,"Intervention"
"52","52",0,944,18,93428,0,0,100,"Intervention"
"53","53",0,906,18,93428,0,0,100,"Intervention"
"54","54",0,948,18,93428,0,0,100,"Intervention"
"55","55",0,958,18,93428,0,0,100,"Intervention"
"56","56",0,962,18,93428,0,0,100,"Intervention"
"57","57",0,1038,18,93428,0,0,100,"Intervention"
"58","58",2,908,18,93428,11.4326970141948,0,100,"Intervention"
"59","59",0,1008,18,93428,0,0,100,"Intervention"
"60","60",0,934,18,93428,0,0,100,"Intervention"
"61","61",0,940,18,93428,0,0,100,"Intervention"
"62","62",0,962,18,93428,0,0,100,"Intervention"
"63","63",2,906,18,93428,11.457934755948,0,100,"Intervention"
"64","64",0,916,18,93428,0,0,100,"Intervention"
"65","65",0,918,18,93428,0,0,100,"Intervention"
"66","66",0,992,18,93428,0,0,100,"Intervention"
"67","67",0,964,18,93428,0,0,100,"Intervention"
"68","68",0,952,18,93428,0,0,100,"Intervention"
"69","69",0,872,18,93428,0,0,100,"Intervention"
"70","70",0,890,18,93428,0,0,100,"Intervention"
"71","71",0,940,18,93428,0,0,100,"Intervention"
"72","72",0,906,18,93428,0,0,100,"Intervention"
"73","73",0,1000,18,93428,0,0,100,"Intervention"
"74","74",0,888,18,93428,0,0,100,"Intervention"
"75","75",0,924,18,93428,0,0,100,"Intervention"
"76","76",0,876,18,93428,0,0,100,"Intervention"
"77","77",0,962,18,93428,0,0,100,"Intervention"
"78","78",0,978,18,93428,0,0,100,"Intervention"
"79","79",0,834,18,93428,0,0,100,"Intervention"
"80","80",0,970,18,93428,0,0,100,"Intervention"
"81","81",0,1058,18,93428,0,0,100,"Intervention"
"82","82",0,866,18,93428,0,0,100,"Intervention"
"83","83",0,996,18,93428,0,0,100,"Intervention"
"84","84",0,1010,18,93428,0,0,100,"Intervention"
"85","85",0,966,18,93428,0,0,100,"Intervention"
"86","86",0,926,18,93428,0,0,100,"Intervention"
"87","87",0,954,18,93428,0,0,100,"Intervention"
"88","88",0,956,18,93428,0,0,100,"Intervention"
"89","89",0,910,18,93428,0,0,100,"Intervention"
"90","90",0,970,18,93428,0,0,100,"Intervention"
"91","91",2,1010,18,93428,10.2781078107811,0,100,"Intervention"
"92","92",0,980,18,93428,0,0,100,"Intervention"
"93","93",0,968,18,93428,0,0,100,"Intervention"
"94","94",0,1054,18,93428,0,0,100,"Intervention"
"95","95",0,962,18,93428,0,0,100,"Intervention"
"96","96",0,930,18,93428,0,0,100,"Intervention"
"97","97",0,980,18,93428,0,0,100,"Intervention"
"98","98",0,912,18,93428,0,0,100,"Intervention"
"99","99",2,922,18,93428,11.2590985779706,0,100,"Intervention"
"100","100",0,932,18,93428,0,0,100,"Intervention"
"101","101",0,914,18,93428,0,0,100,"Intervention"
"102","102",2,952,18,93428,10.9042950513539,0,100,"Intervention"
"103","103",0,936,18,93428,0,0,100,"Intervention"
"104","104",0,972,18,93428,0,0,100,"Intervention"
"105","105",0,928,18,93428,0,0,100,"Intervention"
"106","106",0,928,18,93428,0,0,100,"Intervention"
"107","107",0,944,18,93428,0,0,100,"Intervention"
"108","108",0,946,18,93428,0,0,100,"Intervention"
"109","109",0,906,18,93428,0,0,100,"Intervention"
"110","110",0,950,18,93428,0,0,100,"Intervention"
"111","111",0,882,18,93428,0,0,100,"Intervention"
"112","112",0,932,18,93428,0,0,100,"Intervention"
"113","113",0,966,18,93428,0,0,100,"Intervention"
"114","114",0,926,18,93428,0,0,100,"Intervention"
"115","115",0,924,18,93428,0,0,100,"Intervention"
"116","116",0,1014,18,93428,0,0,100,"Intervention"
"117","117",0,914,18,93428,0,0,100,"Intervention"
"118","118",0,942,18,93428,0,0,100,"Intervention"
"119","119",2,906,18,93428,11.457934755948,0,100,"Intervention"
"120","120",0,950,18,93428,0,0,100,"Intervention"
"121","121",2,860,18,93428,12.0708010335917,0,100,"Intervention"
"122","122",0,918,18,93428,0,0,100,"Intervention"
"123","123",0,864,18,93428,0,0,100,"Intervention"
"124","124",0,922,18,93428,0,0,100,"Intervention"
"125","125",0,870,18,93428,0,0,100,"Intervention"
"126","126",0,958,18,93428,0,0,100,"Intervention"
"127","127",0,940,18,93428,0,0,100,"Intervention"
"128","128",0,964,18,93428,0,0,100,"Intervention"
"129","129",0,914,18,93428,0,0,100,"Intervention"
"130","130",0,912,18,93428,0,0,100,"Intervention"
"131","131",0,852,18,93428,0,0,100,"Intervention"
"132","132",0,906,18,93428,0,0,100,"Intervention"
"133","133",0,868,18,93428,0,0,100,"Intervention"
"134","134",0,972,18,93428,0,0,100,"Intervention"
"135","135",0,914,18,93428,0,0,100,"Intervention"
"136","136",0,854,18,93428,0,0,100,"Intervention"
"137","137",0,920,18,93428,0,0,100,"Intervention"
"138","138",0,956,18,93428,0,0,100,"Intervention"
"139","139",2,944,18,93428,10.9967043314501,0,100,"Intervention"
"140","140",0,908,18,93428,0,0,100,"Intervention"
"141","141",0,880,18,93428,0,0,100,"Intervention"
"142","142",0,900,18,93428,0,0,100,"Intervention"
"143","143",0,934,18,93428,0,0,100,"Intervention"
"144","144",0,892,18,93428,0,0,100,"Intervention"
"145","145",0,916,18,93428,0,0,100,"Intervention"
"146","146",0,968,18,93428,0,0,100,"Intervention"
"147","147",0,878,18,93428,0,0,100,"Intervention"
"148","148",0,1004,18,93428,0,0,100,"Intervention"
"149","149",0,972,18,93428,0,0,100,"Intervention"
"150","150",0,934,18,93428,0,0,100,"Intervention"
"151","151",0,868,18,93428,0,0,100,"Intervention"
"152","152",0,924,18,93428,0,0,100,"Intervention"
"153","153",0,952,18,93428,0,0,100,"Intervention"
"154","154",0,980,18,93428,0,0,100,"Intervention"
"155","155",0,982,18,93428,0,0,100,"Intervention"
"156","156",0,864,18,93428,0,0,100,"Intervention"
"157","157",0,892,18,93428,0,0,100,"Intervention"
"158","158",0,910,18,93428,0,0,100,"Intervention"
"159","159",0,904,18,93428,0,0,100,"Intervention"
"160","160",0,894,18,93428,0,0,100,"Intervention"
"161","161",0,876,18,93428,0,0,100,"Intervention"
"162","162",0,968,18,93428,0,0,100,"Intervention"
"163","163",0,960,18,93428,0,0,100,"Intervention"
"164","164",0,912,18,93428,0,0,100,"Intervention"
"165","165",0,936,18,93428,0,0,100,"Intervention"
"166","166",0,858,18,93428,0,0,100,"Intervention"
"167","167",0,892,18,93428,0,0,100,"Intervention"
"168","168",0,958,18,93428,0,0,100,"Intervention"
"169","169",0,974,18,93428,0,0,100,"Intervention"
"170","170",0,988,18,93428,0,0,100,"Intervention"
"171","171",0,928,18,93428,0,0,100,"Intervention"
"172","172",0,938,18,93428,0,0,100,"Intervention"
"173","173",0,940,18,93428,0,0,100,"Intervention"
"174","174",0,910,18,93428,0,0,100,"Intervention"
"175","175",2,936,18,93428,11.0906932573599,0,100,"Intervention"
"176","176",0,850,18,93428,0,0,100,"Intervention"
"177","177",0,956,18,93428,0,0,100,"Intervention"
"178","178",0,996,18,93428,0,0,100,"Intervention"
"179","179",0,974,18,93428,0,0,100,"Intervention"
"180","180",0,972,18,93428,0,0,100,"Intervention"
"181","181",0,978,18,93428,0,0,100,"Intervention"
"182","182",0,900,18,93428,0,0,100,"Intervention"
"183","183",0,988,18,93428,0,0,100,"Intervention"
"184","184",0,956,18,93428,0,0,100,"Intervention"
"185","185",0,920,18,93428,0,0,100,"Intervention"
"186","186",0,970,18,93428,0,0,100,"Intervention"
"187","187",0,888,18,93428,0,0,100,"Intervention"
"188","188",0,938,18,93428,0,0,100,"Intervention"
"189","189",0,984,18,93428,0,0,100,"Intervention"
"190","190",0,976,18,93428,0,0,100,"Intervention"
"191","191",0,906,18,93428,0,0,100,"Intervention"
"192","192",0,992,18,93428,0,0,100,"Intervention"
"193","193",0,1016,18,93428,0,0,100,"Intervention"
"194","194",0,938,18,93428,0,0,100,"Intervention"
"195","195",0,914,18,93428,0,0,100,"Intervention"
"196","196",0,912,18,93428,0,0,100,"Intervention"
"197","197",0,904,18,93428,0,0,100,"Intervention"
"198","198",0,1036,18,93428,0,0,100,"Intervention"
"199","199",0,842,18,93428,0,0,100,"Intervention"
"200","200",0,886,18,93428,0,0,100,"Intervention"
"201","201",0,952,18,93428,0,0,100,"Intervention"
"202","202",0,998,18,93428,0,0,100,"Intervention"
"203","203",2,926,18,93428,11.210463162947,0,100,"Intervention"
"204","204",0,910,18,93428,0,0,100,"Intervention"
"205","205",0,960,18,93428,0,0,100,"Intervention"
"206","206",0,1026,18,93428,0,0,100,"Intervention"
"207","207",0,904,18,93428,0,0,100,"Intervention"
"208","208",0,930,18,93428,0,0,100,"Intervention"
"209","209",0,854,18,93428,0,0,100,"Intervention"
"210","210",0,940,18,93428,0,0,100,"Intervention"
"211","211",0,932,18,93428,0,0,100,"Intervention"
"212","212",0,954,18,93428,0,0,100,"Intervention"
"213","213",0,940,18,93428,0,0,100,"Intervention"
"214","214",0,978,18,93428,0,0,100,"Intervention"
"215","215",0,942,18,93428,0,0,100,"Intervention"
"216","216",0,902,18,93428,0,0,100,"Intervention"
"217","217",0,960,18,93428,0,0,100,"Intervention"
"218","218",0,952,18,93428,0,0,100,"Intervention"
"219","219",0,926,18,93428,0,0,100,"Intervention"
"220","220",0,888,18,93428,0,0,100,"Intervention"
"221","221",0,924,18,93428,0,0,100,"Intervention"
"222","222",0,966,18,93428,0,0,100,"Intervention"
"223","223",0,888,18,93428,0,0,100,"Intervention"
"224","224",0,1016,18,93428,0,0,100,"Intervention"
"225","225",0,892,18,93428,0,0,100,"Intervention"
"226","226",0,970,18,93428,0,0,100,"Intervention"
"227","227",0,898,18,93428,0,0,100,"Intervention"
"228","228",0,978,18,93428,0,0,100,"Intervention"
"229","229",0,972,18,93428,0,0,100,"Intervention"
"230","230",0,996,18,93428,0,0,100,"Intervention"
"231","231",0,982,18,93428,0,0,100,"Intervention"
"232","232",0,936,18,93428,0,0,100,"Intervention"
"233","233",0,918,18,93428,0,0,100,"Intervention"
