"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",0,2466,58,382714,0,0,100,"Intervention"
"2","1",4,7494,58,382714,3.52202681685578,0,200,"Intervention"
"3","1",8,28770,58,382714,1.83483274004291,0,500,"Intervention"
"4","1",10,45996,58,382714,1.43458501638823,0,750,"Intervention"
"5","1",10,60060,58,382714,1.09865421934387,0,1000,"Intervention"
"6","2",0,2284,58,382714,0,0,100,"Intervention"
"7","2",0,7318,58,382714,0,0,200,"Intervention"
"8","2",4,27988,58,382714,0.943049484261728,0,500,"Intervention"
"9","2",6,45068,58,382714,0.878474825780506,0,750,"Intervention"
"10","2",8,59970,58,382714,0.880242420060605,0,1000,"Intervention"
"11","3",2,2230,58,382714,5.9179526828514,0,100,"Intervention"
"12","3",2,7112,58,382714,1.85560102400993,0,200,"Intervention"
"13","3",10,27844,58,382714,2.36981656420748,0,500,"Intervention"
"14","3",12,45516,58,382714,1.73965653608735,0,750,"Intervention"
"15","3",14,60138,58,382714,1.53612094481543,0,1000,"Intervention"
"16","4",0,2306,58,382714,0,0,100,"Intervention"
"17","4",2,7148,58,382714,1.84625552360921,0,200,"Intervention"
"18","4",10,27292,58,382714,2.41774778007449,0,500,"Intervention"
"19","4",12,44362,58,382714,1.78491066445498,0,750,"Intervention"
"20","4",16,59022,58,382714,1.78876140866235,0,1000,"Intervention"
"21","5",0,2310,58,382714,0,0,100,"Intervention"
"22","5",0,7110,58,382714,0,0,200,"Intervention"
"23","5",8,28220,58,382714,1.8705931229991,0,500,"Intervention"
"24","5",10,45152,58,382714,1.46140087734304,0,750,"Intervention"
"25","5",16,59478,58,382714,1.77504751104726,0,1000,"Intervention"
"26","6",0,2360,58,382714,0,0,100,"Intervention"
"27","6",2,7278,58,382714,1.81327761510836,0,200,"Intervention"
"28","6",8,28584,58,382714,1.84677224779718,0,500,"Intervention"
"29","6",10,45472,58,382714,1.45111656434274,0,750,"Intervention"
"30","6",12,60014,58,382714,1.31939558930502,0,1000,"Intervention"
"31","7",0,2322,58,382714,0,0,100,"Intervention"
"32","7",2,7258,58,382714,1.81827424672894,0,200,"Intervention"
"33","7",4,27882,58,382714,0.946634709329217,0,500,"Intervention"
"34","7",4,44900,58,382714,0.587841179632901,0,750,"Intervention"
"35","7",6,58994,58,382714,0.671103899519881,0,1000,"Intervention"
"36","8",0,2404,58,382714,0,0,100,"Intervention"
"37","8",0,7436,58,382714,0,0,200,"Intervention"
"38","8",2,28466,58,382714,0.463606916418135,0,500,"Intervention"
"39","8",2,45342,58,382714,0.291055411820357,0,750,"Intervention"
"40","8",4,59568,58,382714,0.443091407559717,0,1000,"Intervention"
"41","9",0,2308,58,382714,0,0,100,"Intervention"
"42","9",0,7346,58,382714,0,0,200,"Intervention"
"43","9",0,27912,58,382714,0,0,500,"Intervention"
"44","9",2,45230,58,382714,0.291776132716308,0,750,"Intervention"
"45","9",2,59528,58,382714,0.221694572012475,0,1000,"Intervention"
"46","10",0,2358,58,382714,0,0,100,"Intervention"
"47","10",0,7308,58,382714,0,0,200,"Intervention"
"48","10",0,28138,58,382714,0,0,500,"Intervention"
"49","10",4,45480,58,382714,0.580344524307767,0,750,"Intervention"
"50","10",6,59822,58,382714,0.661815108961182,0,1000,"Intervention"
"51","11",0,2328,58,382714,0,0,100,"Intervention"
"52","11",0,7254,58,382714,0,0,200,"Intervention"
"53","11",0,28586,58,382714,0,0,500,"Intervention"
"54","11",6,45912,58,382714,0.862325828721813,0,750,"Intervention"
"55","11",10,60720,58,382714,1.08671232565535,0,1000,"Intervention"
"56","12",0,2354,58,382714,0,0,100,"Intervention"
"57","12",2,7420,58,382714,1.77857607584348,0,200,"Intervention"
"58","12",2,28024,58,382714,0.470919015228326,0,500,"Intervention"
"59","12",4,45062,58,382714,0.585727863066824,0,750,"Intervention"
"60","12",4,59386,58,382714,0.444449347750602,0,1000,"Intervention"
"61","13",0,2404,58,382714,0,0,100,"Intervention"
"62","13",0,7306,58,382714,0,0,200,"Intervention"
"63","13",8,28214,58,382714,1.87099092404602,0,500,"Intervention"
"64","13",10,45400,58,382714,1.45341789457694,0,750,"Intervention"
"65","13",12,60216,58,382714,1.31496955786754,0,1000,"Intervention"
"66","14",2,2322,58,382714,5.68347738275565,0,100,"Intervention"
"67","14",2,7252,58,382714,1.819778610419,0,200,"Intervention"
"68","14",6,28318,58,382714,1.39808967611681,0,500,"Intervention"
"69","14",12,45650,58,382714,1.73454998678098,0,750,"Intervention"
"70","14",14,60588,58,382714,1.52471184688899,0,1000,"Intervention"
"71","15",2,2300,58,382714,5.73784107946027,0,100,"Intervention"
"72","15",2,7204,58,382714,1.83190373164334,0,200,"Intervention"
"73","15",6,27454,58,382714,1.44208871014336,0,500,"Intervention"
"74","15",8,44652,58,382714,1.18221217260222,0,750,"Intervention"
"75","15",8,58928,58,382714,0.895807390901345,0,1000,"Intervention"
"76","16",2,2302,58,382714,5.7328559872974,0,100,"Intervention"
"77","16",4,7036,58,382714,3.75128893768011,0,200,"Intervention"
"78","16",12,27390,58,382714,2.89091664463497,0,500,"Intervention"
"79","16",12,44358,58,382714,1.78507161947229,0,750,"Intervention"
"80","16",16,58916,58,382714,1.79197969757059,0,1000,"Intervention"
