"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",14,1686,1844,375424,1.69056386266382,0,100,"Untreated"
"2","2",10,1692,1844,375424,1.20326353953529,0,100,"Untreated"
"3","3",12,1758,1844,375424,1.38970778764076,0,100,"Untreated"
"4","4",4,1756,1844,375424,0.46376353277761,0,100,"Untreated"
"5","5",4,1778,1844,375424,0.45802517635404,0,100,"Untreated"
"6","6",10,1752,1844,375424,1.16205588407175,0,100,"Untreated"
"7","7",10,1778,1844,375424,1.1450629408851,0,100,"Untreated"
"8","8",10,1796,1844,375424,1.13358680896086,0,100,"Untreated"
"9","9",10,1670,1844,375424,1.21911491550522,0,100,"Untreated"
"10","10",6,1822,1844,375424,0.670446292720212,0,100,"Untreated"
"11","11",8,1684,1844,375424,0.967183804700099,0,100,"Untreated"
"12","12",20,1750,1844,375424,2.32676789587852,0,100,"Untreated"
"13","13",10,1694,1844,375424,1.20184292142486,0,100,"Untreated"
"14","14",10,1758,1844,375424,1.15808982303396,0,100,"Untreated"
"15","15",14,1714,1844,375424,1.66294671671598,0,100,"Untreated"
"16","16",12,1814,1844,375424,1.34680611393189,0,100,"Untreated"
"17","17",6,1706,1844,375424,0.716033496680085,0,100,"Untreated"
"18","18",6,1702,1844,375424,0.717716301607653,0,100,"Untreated"
"19","19",6,1812,1844,375424,0.674146327448248,0,100,"Untreated"
"20","20",12,1816,1844,375424,1.34532284728659,0,100,"Untreated"
"21","21",6,1852,1844,375424,0.659585931607033,0,100,"Untreated"
"22","22",8,1608,1844,375424,1.01289647208642,0,100,"Untreated"
"23","23",6,1712,1844,375424,0.713524033490786,0,100,"Untreated"
"24","24",6,1724,1844,375424,0.708557508895722,0,100,"Untreated"
"25","25",0,1724,1844,375424,0,0,100,"Untreated"
"26","26",10,1726,1844,375424,1.17956078151432,0,100,"Untreated"
"27","27",6,1684,1844,375424,0.725387853525075,0,100,"Untreated"
"28","28",4,1788,1844,375424,0.455463514293895,0,100,"Untreated"
"29","29",12,1888,1844,375424,1.29401816243244,0,100,"Untreated"
"30","30",14,1684,1844,375424,1.69257165822517,0,100,"Untreated"
"31","31",10,1846,1844,375424,1.10288294089583,0,100,"Untreated"
"32","32",6,1762,1844,375424,0.69327647294905,0,100,"Untreated"
"33","33",4,1692,1844,375424,0.481305415814116,0,100,"Untreated"
"34","34",8,1830,1844,375424,0.890020506620201,0,100,"Untreated"
"35","35",16,1712,1844,375424,1.90273075597543,0,100,"Untreated"
"36","36",12,1814,1844,375424,1.34680611393189,0,100,"Untreated"
"37","37",12,1744,1844,375424,1.40086369878008,0,100,"Untreated"
"38","38",22,1734,1844,375424,2.58306124542454,0,100,"Untreated"
"39","39",16,1776,1844,375424,1.83416388188622,0,100,"Untreated"
"40","40",20,1818,1844,375424,2.23973807359044,0,100,"Untreated"
"41","41",6,1848,1844,375424,0.661013606783672,0,100,"Untreated"
"42","42",8,1762,1844,375424,0.924368630598733,0,100,"Untreated"
"43","43",6,1748,1844,375424,0.698829030512715,0,100,"Untreated"
"44","44",6,1694,1844,375424,0.721105752854915,0,100,"Untreated"
"45","45",10,1756,1844,375424,1.15940883194403,0,100,"Untreated"
"46","46",12,1698,1844,375424,1.43881406988955,0,100,"Untreated"
"47","47",14,1738,1844,375424,1.63998312569114,0,100,"Untreated"
"48","48",4,1762,1844,375424,0.462184315299366,0,100,"Untreated"
"49","49",0,1784,1844,375424,0,0,100,"Untreated"
"50","50",6,1826,1844,375424,0.668977626142511,0,100,"Untreated"
"51","51",6,1832,1844,375424,0.666786651384403,0,100,"Untreated"
"52","52",6,1678,1844,375424,0.727981612238513,0,100,"Untreated"
"53","53",14,1676,1844,375424,1.70065075921909,0,100,"Untreated"
"54","54",14,1718,1844,375424,1.65907489665378,0,100,"Untreated"
"55","55",10,1728,1844,375424,1.1781955491283,0,100,"Untreated"
"56","56",10,1750,1844,375424,1.16338394793926,0,100,"Untreated"
"57","57",10,1698,1844,375424,1.19901172490796,0,100,"Untreated"
"58","58",4,1704,1844,375424,0.477915941054861,0,100,"Untreated"
"59","59",10,1894,1844,375424,1.07493237006004,0,100,"Untreated"
"60","60",16,1660,1844,375424,1.96233437001803,0,100,"Untreated"
"61","61",4,1778,1844,375424,0.45802517635404,0,100,"Untreated"
"62","62",8,1730,1844,375424,0.941466778679172,0,100,"Untreated"
"63","63",4,1778,1844,375424,0.45802517635404,0,100,"Untreated"
"64","64",16,1738,1844,375424,1.8742664293613,0,100,"Untreated"
"65","65",6,1756,1844,375424,0.695645299166415,0,100,"Untreated"
"66","66",4,1690,1844,375424,0.48187500802218,0,100,"Untreated"
"67","67",16,1714,1844,375424,1.90051053338969,0,100,"Untreated"
"68","68",12,1722,1844,375424,1.41876091212105,0,100,"Untreated"
"69","69",18,1858,1844,375424,1.97236783423503,0,100,"Untreated"
"70","70",8,1734,1844,375424,0.939294998336198,0,100,"Untreated"
"71","71",10,1772,1844,375424,1.14894012917252,0,100,"Untreated"
"72","72",14,1810,1844,375424,1.57474622787359,0,100,"Untreated"
"73","73",6,1798,1844,375424,0.679395520209247,0,100,"Untreated"
"74","74",2,1704,1844,375424,0.238957970527431,0,100,"Untreated"
"75","75",8,1678,1844,375424,0.970642149651351,0,100,"Untreated"
"76","76",12,1722,1844,375424,1.41876091212105,0,100,"Untreated"
"77","77",12,1830,1844,375424,1.3350307599303,0,100,"Untreated"
"78","78",10,1684,1844,375424,1.20897975587512,0,100,"Untreated"
