"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",12,1782,1932,445024,1.55113592794752,0,100,"Untreated"
"2","2",8,1826,1932,445024,1.00917277239959,0,100,"Untreated"
"3","3",12,1844,1932,445024,1.49898276768031,0,100,"Untreated"
"4","4",0,1808,1932,445024,0,0,100,"Untreated"
"5","5",14,1870,1932,445024,1.72449817871813,0,100,"Untreated"
"6","6",8,1782,1932,445024,1.03409061863168,0,100,"Untreated"
"7","7",6,1786,1932,445024,0.773830969653551,0,100,"Untreated"
"8","8",2,1852,1932,445024,0.248751280021822,0,100,"Untreated"
"9","9",6,2006,1932,445024,0.68896416341039,0,100,"Untreated"
"10","10",0,1742,1932,445024,0,0,100,"Untreated"
"11","11",12,1848,1932,445024,1.49573821623511,0,100,"Untreated"
"12","12",24,1900,1932,445024,2.90960444589735,0,100,"Untreated"
"13","13",6,1844,1932,445024,0.749491383840153,0,100,"Untreated"
"14","14",10,1774,1932,445024,1.29844241995607,0,100,"Untreated"
"15","15",10,1820,1932,445024,1.26562464450663,0,100,"Untreated"
"16","16",12,1866,1932,445024,1.48130987331323,0,100,"Untreated"
"17","17",6,1900,1932,445024,0.727401111474338,0,100,"Untreated"
"18","18",6,1904,1932,445024,0.725872957878804,0,100,"Untreated"
"19","19",4,1904,1932,445024,0.483915305252536,0,100,"Untreated"
"20","20",12,1834,1932,445024,1.507156065214,0,100,"Untreated"
"21","21",12,1968,1932,445024,1.40453466646468,0,100,"Untreated"
"22","22",8,1804,1932,445024,1.02147975742886,0,100,"Untreated"
"23","23",8,1916,1932,445024,0.961769040919445,0,100,"Untreated"
"24","24",6,1802,1932,445024,0.766960106437981,0,100,"Untreated"
"25","25",12,1780,1932,445024,1.55287877730477,0,100,"Untreated"
"26","26",12,1876,1932,445024,1.47341376524653,0,100,"Untreated"
"27","27",10,1840,1932,445024,1.25186785489243,0,100,"Untreated"
"28","28",14,1720,1932,445024,1.87489046174587,0,100,"Untreated"
"29","29",4,1916,1932,445024,0.480884520459722,0,100,"Untreated"
"30","30",10,1886,1932,445024,1.22133449257798,0,100,"Untreated"
"31","31",12,1886,1932,445024,1.46560139109358,0,100,"Untreated"
"32","32",14,1800,1932,445024,1.79156199677939,0,100,"Untreated"
"33","33",8,1840,1932,445024,1.00149428391394,0,100,"Untreated"
"34","34",6,1830,1932,445024,0.755225197705597,0,100,"Untreated"
"35","35",6,1872,1932,445024,0.738281042628869,0,100,"Untreated"
"36","36",6,1816,1932,445024,0.761047418392755,0,100,"Untreated"
"37","37",2,2014,1932,445024,0.228742487885012,0,100,"Untreated"
"38","38",8,1834,1932,445024,1.00477071014267,0,100,"Untreated"
"39","39",12,1910,1932,445024,1.4471854573835,0,100,"Untreated"
"40","40",6,1720,1932,445024,0.803524483605373,0,100,"Untreated"
"41","41",4,1842,1932,445024,0.500203442562882,0,100,"Untreated"
"42","42",6,1808,1932,445024,0.76441488484582,0,100,"Untreated"
"43","43",6,1940,1932,445024,0.712403150413011,0,100,"Untreated"
"44","44",2,1880,1932,445024,0.245046473723625,0,100,"Untreated"
"45","45",16,1800,1932,445024,2.04749942489073,0,100,"Untreated"
"46","46",2,1898,1932,445024,0.242722534562916,0,100,"Untreated"
"47","47",6,1842,1932,445024,0.750305163844323,0,100,"Untreated"
"48","48",6,1904,1932,445024,0.725872957878804,0,100,"Untreated"
"49","49",12,1872,1932,445024,1.47656208525774,0,100,"Untreated"
"50","50",8,1804,1932,445024,1.02147975742886,0,100,"Untreated"
"51","51",10,1966,1932,445024,1.17163624262567,0,100,"Untreated"
"52","52",10,1774,1932,445024,1.29844241995607,0,100,"Untreated"
"53","53",8,1796,1932,445024,1.02602977862008,0,100,"Untreated"
"54","54",12,1930,1932,445024,1.43218871689248,0,100,"Untreated"
"55","55",20,1942,1932,445024,2.37223156848823,0,100,"Untreated"
"56","56",10,1844,1932,445024,1.24915230640026,0,100,"Untreated"
"57","57",2,1854,1932,445024,0.248482939913923,0,100,"Untreated"
"58","58",16,1820,1932,445024,2.02499943121061,0,100,"Untreated"
"59","59",8,1862,1932,445024,0.989661376155562,0,100,"Untreated"
"60","60",14,1756,1932,445024,1.83645307186953,0,100,"Untreated"
"61","61",20,1806,1932,445024,2.550871376525,0,100,"Untreated"
"62","62",6,1854,1932,445024,0.74544881974177,0,100,"Untreated"
"63","63",10,1812,1932,445024,1.2712123912815,0,100,"Untreated"
"64","64",8,1888,1932,445024,0.976032564831386,0,100,"Untreated"
"65","65",4,1742,1932,445024,0.528917761883369,0,100,"Untreated"
"66","66",6,1860,1932,445024,0.7430441461297,0,100,"Untreated"
"67","67",6,1738,1932,445024,0.795202595973097,0,100,"Untreated"
"68","68",12,1864,1932,445024,1.48289926158932,0,100,"Untreated"
"69","69",6,1808,1932,445024,0.76441488484582,0,100,"Untreated"
"70","70",10,1886,1932,445024,1.22133449257798,0,100,"Untreated"
"71","71",10,1792,1932,445024,1.28540002957705,0,100,"Untreated"
"72","72",8,1866,1932,445024,0.987539915542152,0,100,"Untreated"
"73","73",8,1894,1932,445024,0.972940592609111,0,100,"Untreated"
"74","74",10,1846,1932,445024,1.24779894528823,0,100,"Untreated"
"75","75",10,1816,1932,445024,1.26841236398792,0,100,"Untreated"
"76","76",8,1914,1932,445024,0.96277402424329,0,100,"Untreated"
"77","77",10,1798,1932,445024,1.28111059677535,0,100,"Untreated"
"78","78",10,1936,1932,445024,1.18979176291429,0,100,"Untreated"
"79","79",2,1920,1932,445024,0.239941338854382,0,100,"Untreated"
"80","80",6,1864,1932,445024,0.741449630794658,0,100,"Untreated"
"81","81",6,1866,1932,445024,0.740654936656614,0,100,"Untreated"
"82","82",16,1882,1932,445024,1.95828850414629,0,100,"Untreated"
"83","83",10,1850,1932,445024,1.24510100162274,0,100,"Untreated"
"84","84",8,1892,1932,445024,0.973969071036816,0,100,"Untreated"
"85","85",4,1786,1932,445024,0.515887313102367,0,100,"Untreated"
"86","86",4,1994,1932,445024,0.462073591374538,0,100,"Untreated"
"87","87",14,1814,1932,445024,1.7777351676973,0,100,"Untreated"
"88","88",10,1914,1932,445024,1.20346753030411,0,100,"Untreated"
"89","89",18,1766,1932,445024,2.34778388188207,0,100,"Untreated"
"90","90",10,1790,1932,445024,1.28683623072741,0,100,"Untreated"
"91","91",6,1944,1932,445024,0.710937300309281,0,100,"Untreated"
"92","92",10,1810,1932,445024,1.2726170458575,0,100,"Untreated"
"93","93",14,1856,1932,445024,1.73750624687656,0,100,"Untreated"
"94","94",10,1694,1932,445024,1.35976201475919,0,100,"Untreated"
"95","95",8,1968,1932,445024,0.936356444309785,0,100,"Untreated"
"96","96",10,1924,1932,445024,1.19721250156033,0,100,"Untreated"
"97","97",6,1856,1932,445024,0.744645534375669,0,100,"Untreated"
"98","98",14,1886,1932,445024,1.70986828960917,0,100,"Untreated"
"99","99",8,1950,1932,445024,0.944999734564952,0,100,"Untreated"
"100","100",2,1822,1932,445024,0.252847074972785,0,100,"Untreated"
"101","101",18,1968,1932,445024,2.10680199969702,0,100,"Untreated"
"102","102",10,1778,1932,445024,1.29552128965246,0,100,"Untreated"
"103","103",4,1806,1932,445024,0.510174275304999,0,100,"Untreated"
"104","104",6,1738,1932,445024,0.795202595973097,0,100,"Untreated"
"105","105",10,1906,1932,445024,1.2085188105992,0,100,"Untreated"
"106","106",6,1896,1932,445024,0.728935712975339,0,100,"Untreated"
"107","107",6,1854,1932,445024,0.74544881974177,0,100,"Untreated"
"108","108",6,1804,1932,445024,0.766109818071642,0,100,"Untreated"
"109","109",10,1906,1932,445024,1.2085188105992,0,100,"Untreated"
"110","110",2,1874,1932,445024,0.245831040875354,0,100,"Untreated"
"111","111",8,1810,1932,445024,1.018093636686,0,100,"Untreated"
"112","112",16,1858,1932,445024,1.98358394230533,0,100,"Untreated"
"113","113",6,1898,1932,445024,0.728167603688747,0,100,"Untreated"
"114","114",12,1704,1932,445024,1.6221386288747,0,100,"Untreated"
"115","115",8,1842,1932,445024,1.00040688512576,0,100,"Untreated"
"116","116",6,1886,1932,445024,0.732800695546788,0,100,"Untreated"
"117","117",8,1912,1932,445024,0.963781110042707,0,100,"Untreated"
"118","118",10,1864,1932,445024,1.23574938465776,0,100,"Untreated"
"119","119",6,1898,1932,445024,0.728167603688747,0,100,"Untreated"
"120","120",10,1822,1932,445024,1.26423537486392,0,100,"Untreated"
"121","121",6,1980,1932,445024,0.698011167576385,0,100,"Untreated"
"122","122",6,1936,1932,445024,0.713875057748576,0,100,"Untreated"
"123","123",6,1722,1932,445024,0.802591237979815,0,100,"Untreated"
"124","124",10,1844,1932,445024,1.24915230640026,0,100,"Untreated"
"125","125",6,1966,1932,445024,0.702981745575403,0,100,"Untreated"
"126","126",10,1866,1932,445024,1.23442489442769,0,100,"Untreated"
"127","127",10,1856,1932,445024,1.24107589062612,0,100,"Untreated"
"128","128",18,1896,1932,445024,2.18680713892602,0,100,"Untreated"
"129","129",12,1792,1932,445024,1.54248003549246,0,100,"Untreated"
"130","130",8,1874,1932,445024,0.983324163501418,0,100,"Untreated"
"131","131",4,1866,1932,445024,0.493769957771076,0,100,"Untreated"
"132","132",14,1924,1932,445024,1.67609750218446,0,100,"Untreated"
"133","133",12,1918,1932,445024,1.44114923024113,0,100,"Untreated"
"134","134",8,1822,1932,445024,1.01138829989114,0,100,"Untreated"
"135","135",10,1832,1932,445024,1.25733452674786,0,100,"Untreated"
"136","136",6,2032,1932,445024,0.68014867706754,0,100,"Untreated"
"137","137",8,1870,1932,445024,0.985427530696073,0,100,"Untreated"
"138","138",8,1806,1932,445024,1.02034855061,0,100,"Untreated"
"139","139",14,1776,1932,445024,1.81577229403316,0,100,"Untreated"
"140","140",2,1874,1932,445024,0.245831040875354,0,100,"Untreated"
"141","141",4,1850,1932,445024,0.498040400649096,0,100,"Untreated"
"142","142",14,1914,1932,445024,1.68485454242576,0,100,"Untreated"
"143","143",6,1898,1932,445024,0.728167603688747,0,100,"Untreated"
"144","144",12,1662,1932,445024,1.66313130180655,0,100,"Untreated"
"145","145",8,1810,1932,445024,1.018093636686,0,100,"Untreated"
"146","146",6,1878,1932,445024,0.735922317253058,0,100,"Untreated"
"147","147",2,1960,1932,445024,0.235044576836946,0,100,"Untreated"
"148","148",6,1944,1932,445024,0.710937300309281,0,100,"Untreated"
"149","149",4,1820,1932,445024,0.506249857802653,0,100,"Untreated"
"150","150",6,1834,1932,445024,0.753578032607002,0,100,"Untreated"
"151","151",2,1784,1932,445024,0.258232831054044,0,100,"Untreated"
"152","152",10,1916,1932,445024,1.20221130114931,0,100,"Untreated"
"153","153",6,1854,1932,445024,0.74544881974177,0,100,"Untreated"
"154","154",6,1978,1932,445024,0.698716942265542,0,100,"Untreated"
"155","155",6,1892,1932,445024,0.730476803277612,0,100,"Untreated"
"156","156",6,1818,1932,445024,0.760210182508934,0,100,"Untreated"
"157","157",10,1846,1932,445024,1.24779894528823,0,100,"Untreated"
"158","158",8,1880,1932,445024,0.980185894894498,0,100,"Untreated"
"159","159",2,1768,1932,445024,0.260569779751365,0,100,"Untreated"
"160","160",14,1940,1932,445024,1.66227401763036,0,100,"Untreated"
"161","161",12,1876,1932,445024,1.47341376524653,0,100,"Untreated"
"162","162",4,1906,1932,445024,0.483407524239679,0,100,"Untreated"
