"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",0,1908,234,340608,0,0,100,"Intervention"
"2","2",0,1856,234,340608,0,0,100,"Intervention"
"3","3",2,1734,234,340608,1.6788809037944,0,100,"Intervention"
"4","4",2,1622,234,340608,1.79480856176294,0,100,"Intervention"
"5","5",2,1848,234,340608,1.57531357531358,0,100,"Intervention"
"6","6",0,1740,234,340608,0,0,100,"Intervention"
"7","7",2,1744,234,340608,1.6692542931075,0,100,"Intervention"
"8","8",2,1796,234,340608,1.62092399063446,0,100,"Intervention"
"9","9",0,1674,234,340608,0,0,100,"Intervention"
"10","10",0,1788,234,340608,0,0,100,"Intervention"
"11","11",0,1782,234,340608,0,0,100,"Intervention"
"12","12",0,1690,234,340608,0,0,100,"Intervention"
"13","13",0,1836,234,340608,0,0,100,"Intervention"
"14","14",2,1794,234,340608,1.62273104079124,0,100,"Intervention"
"15","15",0,1792,234,340608,0,0,100,"Intervention"
"16","16",0,1848,234,340608,0,0,100,"Intervention"
"17","17",2,1728,234,340608,1.68471035137702,0,100,"Intervention"
"18","18",0,1746,234,340608,0,0,100,"Intervention"
"19","19",2,1922,234,340608,1.51466154379786,0,100,"Intervention"
"20","20",4,1772,234,340608,3.28575562887075,0,100,"Intervention"
"21","21",4,1834,234,340608,3.17467773956324,0,100,"Intervention"
"22","22",0,1788,234,340608,0,0,100,"Intervention"
"23","23",0,1850,234,340608,0,0,100,"Intervention"
"24","24",0,1762,234,340608,0,0,100,"Intervention"
"25","25",0,1816,234,340608,0,0,100,"Intervention"
"26","26",2,1946,234,340608,1.49598123698843,0,100,"Intervention"
"27","27",0,1736,234,340608,0,0,100,"Intervention"
"28","28",2,1750,234,340608,1.66353113553114,0,100,"Intervention"
"29","29",0,1730,234,340608,0,0,100,"Intervention"
"30","30",2,1724,234,340608,1.68861919209947,0,100,"Intervention"
"31","31",0,1794,234,340608,0,0,100,"Intervention"
"32","32",2,1736,234,340608,1.67694670920477,0,100,"Intervention"
"33","33",2,1930,234,340608,1.50838315397901,0,100,"Intervention"
"34","34",0,1754,234,340608,0,0,100,"Intervention"
"35","35",0,1730,234,340608,0,0,100,"Intervention"
"36","36",2,1724,234,340608,1.68861919209947,0,100,"Intervention"
"37","37",0,1866,234,340608,0,0,100,"Intervention"
"38","38",0,1714,234,340608,0,0,100,"Intervention"
"39","39",2,1760,234,340608,1.65407925407925,0,100,"Intervention"
"40","40",0,1826,234,340608,0,0,100,"Intervention"
"41","41",0,1798,234,340608,0,0,100,"Intervention"
"42","42",0,1794,234,340608,0,0,100,"Intervention"
"43","43",2,1632,234,340608,1.78381096028155,0,100,"Intervention"
"44","44",0,1816,234,340608,0,0,100,"Intervention"
"45","45",4,1760,234,340608,3.30815850815851,0,100,"Intervention"
"46","46",4,1778,234,340608,3.27466758962822,0,100,"Intervention"
"47","47",0,1872,234,340608,0,0,100,"Intervention"
"48","48",2,1734,234,340608,1.6788809037944,0,100,"Intervention"
"49","49",0,1788,234,340608,0,0,100,"Intervention"
"50","50",0,1834,234,340608,0,0,100,"Intervention"
"51","51",0,1650,234,340608,0,0,100,"Intervention"
"52","52",0,1812,234,340608,0,0,100,"Intervention"
"53","53",4,1904,234,340608,3.05796164619694,0,100,"Intervention"
"54","54",0,1718,234,340608,0,0,100,"Intervention"
"55","55",0,1744,234,340608,0,0,100,"Intervention"
"56","56",6,1864,234,340608,4.68537471112578,0,100,"Intervention"
"57","57",0,1758,234,340608,0,0,100,"Intervention"
"58","58",4,1748,234,340608,3.33086897846623,0,100,"Intervention"
"59","59",8,1740,234,340608,6.69236663719422,0,100,"Intervention"
"60","60",0,1794,234,340608,0,0,100,"Intervention"
"61","61",0,1878,234,340608,0,0,100,"Intervention"
"62","62",0,1770,234,340608,0,0,100,"Intervention"
"63","63",0,1822,234,340608,0,0,100,"Intervention"
"64","64",0,1828,234,340608,0,0,100,"Intervention"
"65","65",2,1822,234,340608,1.59779335190971,0,100,"Intervention"
"66","66",0,1872,234,340608,0,0,100,"Intervention"
"67","67",4,1704,234,340608,3.41687733237029,0,100,"Intervention"
"68","68",0,1862,234,340608,0,0,100,"Intervention"
"69","69",2,1658,234,340608,1.75583805016857,0,100,"Intervention"
"70","70",2,1968,234,340608,1.47925786950177,0,100,"Intervention"
"71","71",0,1694,234,340608,0,0,100,"Intervention"
"72","72",0,1770,234,340608,0,0,100,"Intervention"
"73","73",0,1734,234,340608,0,0,100,"Intervention"
"74","74",0,1708,234,340608,0,0,100,"Intervention"
"75","75",0,1800,234,340608,0,0,100,"Intervention"
"76","76",0,1814,234,340608,0,0,100,"Intervention"
"77","77",0,1820,234,340608,0,0,100,"Intervention"
"78","78",0,1772,234,340608,0,0,100,"Intervention"
"79","79",2,1866,234,340608,1.56011762442631,0,100,"Intervention"
"80","80",0,1760,234,340608,0,0,100,"Intervention"
"81","81",2,1812,234,340608,1.60661119601517,0,100,"Intervention"
"82","82",2,1842,234,340608,1.58044488989114,0,100,"Intervention"
"83","83",2,1888,234,340608,1.541938287701,0,100,"Intervention"
"84","84",6,1860,234,340608,4.69545078577337,0,100,"Intervention"
"85","85",0,1698,234,340608,0,0,100,"Intervention"
"86","86",0,1704,234,340608,0,0,100,"Intervention"
"87","87",0,1768,234,340608,0,0,100,"Intervention"
"88","88",2,1790,234,340608,1.62635725540753,0,100,"Intervention"
"89","89",0,1774,234,340608,0,0,100,"Intervention"
"90","90",0,1752,234,340608,0,0,100,"Intervention"
"91","91",4,1840,234,340608,3.16432552954292,0,100,"Intervention"
"92","92",4,1794,234,340608,3.24546208158248,0,100,"Intervention"
"93","93",0,1746,234,340608,0,0,100,"Intervention"
"94","94",2,1756,234,340608,1.65784708837101,0,100,"Intervention"
"95","95",0,1766,234,340608,0,0,100,"Intervention"
"96","96",0,1818,234,340608,0,0,100,"Intervention"
"97","97",0,1798,234,340608,0,0,100,"Intervention"
"98","98",0,1786,234,340608,0,0,100,"Intervention"
"99","99",0,1806,234,340608,0,0,100,"Intervention"
"100","100",0,1794,234,340608,0,0,100,"Intervention"
"101","101",0,1834,234,340608,0,0,100,"Intervention"
"102","102",0,1836,234,340608,0,0,100,"Intervention"
"103","103",0,1748,234,340608,0,0,100,"Intervention"
"104","104",2,1870,234,340608,1.55678047442753,0,100,"Intervention"
"105","105",2,1724,234,340608,1.68861919209947,0,100,"Intervention"
"106","106",0,1774,234,340608,0,0,100,"Intervention"
"107","107",2,1844,234,340608,1.57873074142055,0,100,"Intervention"
"108","108",0,1820,234,340608,0,0,100,"Intervention"
"109","109",0,1746,234,340608,0,0,100,"Intervention"
"110","110",4,1806,234,340608,3.22389754947894,0,100,"Intervention"
"111","111",2,1866,234,340608,1.56011762442631,0,100,"Intervention"
"112","112",0,1728,234,340608,0,0,100,"Intervention"
"113","113",0,1750,234,340608,0,0,100,"Intervention"
"114","114",0,1740,234,340608,0,0,100,"Intervention"
"115","115",6,1754,234,340608,4.97921234979388,0,100,"Intervention"
"116","116",0,1736,234,340608,0,0,100,"Intervention"
"117","117",0,1754,234,340608,0,0,100,"Intervention"
"118","118",0,1914,234,340608,0,0,100,"Intervention"
"119","119",2,1722,234,340608,1.69058042228774,0,100,"Intervention"
"120","120",0,1898,234,340608,0,0,100,"Intervention"
"121","121",0,1896,234,340608,0,0,100,"Intervention"
"122","122",0,1780,234,340608,0,0,100,"Intervention"
"123","123",4,1768,234,340608,3.29318946513517,0,100,"Intervention"
"124","124",2,1794,234,340608,1.62273104079124,0,100,"Intervention"
"125","125",0,1676,234,340608,0,0,100,"Intervention"
"126","126",2,1860,234,340608,1.56515026192446,0,100,"Intervention"
"127","127",2,1796,234,340608,1.62092399063446,0,100,"Intervention"
"128","128",2,1862,234,340608,1.56346911234129,0,100,"Intervention"
"129","129",2,1928,234,340608,1.50994786679434,0,100,"Intervention"
"130","130",2,1874,234,340608,1.55345757053334,0,100,"Intervention"
"131","131",4,1812,234,340608,3.21322239203034,0,100,"Intervention"
"132","132",4,1712,234,340608,3.40091061586389,0,100,"Intervention"
"133","133",2,1738,234,340608,1.67501696615621,0,100,"Intervention"
"134","134",0,1794,234,340608,0,0,100,"Intervention"
"135","135",0,1712,234,340608,0,0,100,"Intervention"
"136","136",2,1802,234,340608,1.6155269074248,0,100,"Intervention"
"137","137",2,1748,234,340608,1.66543448923312,0,100,"Intervention"
"138","138",2,1816,234,340608,1.60307240483452,0,100,"Intervention"
"139","139",0,1748,234,340608,0,0,100,"Intervention"
"140","140",2,1756,234,340608,1.65784708837101,0,100,"Intervention"
"141","141",2,1772,234,340608,1.64287781443538,0,100,"Intervention"
"142","142",0,1802,234,340608,0,0,100,"Intervention"
"143","143",2,1754,234,340608,1.65973744993129,0,100,"Intervention"
"144","144",2,1808,234,340608,1.61016564556388,0,100,"Intervention"
"145","145",4,1812,234,340608,3.21322239203034,0,100,"Intervention"
"146","146",0,1798,234,340608,0,0,100,"Intervention"
