"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",6,2868,3154,518808,0.3441256768983,0,100,"Untreated"
"2","1",30,8344,3154,518808,0.591414454305084,0,200,"Untreated"
"3","1",200,30940,3154,518808,1.06329717878079,0,500,"Untreated"
"4","1",352,51730,3154,518808,1.11929653764161,0,750,"Untreated"
"5","1",480,72256,3154,518808,1.09272856659026,0,1000,"Untreated"
"6","2",14,2944,3154,518808,0.782231328058228,0,100,"Untreated"
"7","2",42,8286,3154,518808,0.833775897828901,0,200,"Untreated"
"8","2",164,31776,3154,518808,0.848964629387322,0,500,"Untreated"
"9","2",272,52700,3154,518808,0.848991347392967,0,750,"Untreated"
"10","2",408,73406,3154,518808,0.914268125376864,0,1000,"Untreated"
"11","3",28,2956,3154,518808,1.55811165751247,0,100,"Untreated"
"12","3",56,8366,3154,518808,1.10107053779748,0,200,"Untreated"
"13","3",174,31082,3154,518808,0.920842313846774,0,500,"Untreated"
"14","3",312,51654,3154,518808,0.993563459749581,0,750,"Untreated"
"15","3",428,72206,3154,518808,0.975024339841036,0,1000,"Untreated"
"16","4",16,3034,3154,518808,0.867459847369215,0,100,"Untreated"
"17","4",50,8660,3154,518808,0.949723288437572,0,200,"Untreated"
"18","4",192,32084,3154,518808,0.984368474099813,0,500,"Untreated"
"19","4",306,53078,3154,518808,0.948313322064896,0,750,"Untreated"
"20","4",418,74194,3154,518808,0.926728397808286,0,1000,"Untreated"
"21","5",18,3094,3154,518808,0.956967460902707,0,100,"Untreated"
"22","5",52,8520,3154,518808,1.00394223297936,0,200,"Untreated"
"23","5",206,31686,3154,518808,1.06941132212402,0,500,"Untreated"
"24","5",348,52560,3154,518808,1.08910277012882,0,750,"Untreated"
"25","5",480,73688,3154,518808,1.07149325952049,0,1000,"Untreated"
"26","6",10,3126,3154,518808,0.526206249383837,0,100,"Untreated"
"27","6",58,8636,3154,518808,1.10474065149704,0,200,"Untreated"
"28","6",212,31260,3154,518808,1.11555724869373,0,500,"Untreated"
"29","6",336,51556,3154,518808,1.07202530675929,0,750,"Untreated"
"30","6",454,72604,3154,518808,1.02858522113181,0,1000,"Untreated"
"31","7",4,2954,3154,518808,0.222738082000525,0,100,"Untreated"
"32","7",34,8372,3154,518808,0.668028010147058,0,200,"Untreated"
"33","7",182,30942,3154,518808,0.967537889840492,0,500,"Untreated"
"34","7",294,51602,3154,518808,0.937185954534164,0,750,"Untreated"
"35","7",404,72812,3154,518808,0.912690184546291,0,1000,"Untreated"
"36","8",22,3108,3154,518808,1.16435830703427,0,100,"Untreated"
"37","8",56,8794,3154,518808,1.04748193304682,0,200,"Untreated"
"38","8",224,31700,3154,518808,1.16234146614684,0,500,"Untreated"
"39","8",346,52548,3154,518808,1.0830908398199,0,750,"Untreated"
"40","8",450,73150,3154,518808,1.01191296105023,0,1000,"Untreated"
"41","9",10,2996,3154,518808,0.549038963809704,0,100,"Untreated"
"42","9",38,8266,3154,518808,0.756193902151067,0,200,"Untreated"
"43","9",146,31342,3154,518808,0.766251124350028,0,500,"Untreated"
"44","9",282,52346,3154,518808,0.886156817009576,0,750,"Untreated"
"45","9",384,72572,3154,518808,0.870376402001279,0,1000,"Untreated"
"46","10",12,2902,3154,518808,0.680187761091885,0,100,"Untreated"
"47","10",36,8632,3154,518808,0.68601884245435,0,200,"Untreated"
"48","10",182,31398,3154,518808,0.953486126104991,0,500,"Untreated"
"49","10",354,52130,3154,518808,1.11701887664138,0,750,"Untreated"
"50","10",476,72682,3154,518808,1.07727122276927,0,1000,"Untreated"
"51","11",24,2922,3154,518808,1.35106425919825,0,100,"Untreated"
"52","11",64,8444,3154,518808,1.2467423860342,0,200,"Untreated"
"53","11",194,31634,3154,518808,1.00877101441908,0,500,"Untreated"
"54","11",330,52230,3154,518808,1.03929512299326,0,750,"Untreated"
"55","11",444,73206,3154,518808,0.997657031656968,0,1000,"Untreated"
"56","12",10,2982,3154,518808,0.551616611527121,0,100,"Untreated"
"57","12",48,8392,3154,518808,0.940850754379718,0,200,"Untreated"
"58","12",184,30818,3154,518808,0.982105961923528,0,500,"Untreated"
"59","12",298,50974,3154,518808,0.961640010987983,0,750,"Untreated"
"60","12",422,71876,3154,518808,0.965769589866124,0,1000,"Untreated"
"61","13",6,3074,3154,518808,0.321064554763931,0,100,"Untreated"
"62","13",50,8440,3154,518808,0.974479108752295,0,200,"Untreated"
"63","13",180,31054,3154,518808,0.953454409748494,0,500,"Untreated"
"64","13",328,51694,3154,518808,1.04370720251525,0,750,"Untreated"
"65","13",456,72224,3154,518808,1.03855208160956,0,1000,"Untreated"
"66","14",14,2974,3154,518808,0.774340628716686,0,100,"Untreated"
"67","14",54,8474,3154,518808,1.04821477131212,0,200,"Untreated"
"68","14",208,31668,3154,518808,1.0804077080945,0,500,"Untreated"
"69","14",354,52554,3154,518808,1.10800688890123,0,750,"Untreated"
"70","14",464,73272,3154,518808,1.04165741525587,0,1000,"Untreated"
"71","15",8,2906,3154,518808,0.452834338767756,0,100,"Untreated"
"72","15",34,8702,3154,518808,0.642694840375911,0,200,"Untreated"
"73","15",186,31480,3154,518808,0.971903611234881,0,500,"Untreated"
"74","15",316,52230,3154,518808,0.995203814745059,0,750,"Untreated"
"75","15",412,72724,3154,518808,0.931889531731528,0,1000,"Untreated"
"76","16",24,3136,3154,518808,1.25886790987797,0,100,"Untreated"
"77","16",62,8644,3154,518808,1.17983671454859,0,200,"Untreated"
"78","16",228,31244,3154,518808,1.20036463868533,0,500,"Untreated"
"79","16",340,51282,3154,518808,1.09058353826902,0,750,"Untreated"
"80","16",474,71398,3154,518808,1.09203679187375,0,1000,"Untreated"
"81","17",16,3124,3154,518808,0.842469006695966,0,100,"Untreated"
"82","17",52,8652,3154,518808,0.988625499882588,0,200,"Untreated"
"83","17",192,32144,3154,518808,0.98253105161207,0,500,"Untreated"
"84","17",308,52364,3154,518808,0.96752651928186,0,750,"Untreated"
"85","17",416,72692,3154,518808,0.941351216088059,0,1000,"Untreated"
