"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",10,1186,1484,211116,1.19950637036768,0,100,"Untreated"
"2","2",18,1200,1484,211116,2.1339218328841,0,100,"Untreated"
"3","3",16,1202,1484,211116,1.89366330150558,0,100,"Untreated"
"4","4",4,1254,1484,211116,0.453784547131121,0,100,"Untreated"
"5","5",10,1338,1484,211116,1.06323957791933,0,100,"Untreated"
"6","6",12,1288,1484,211116,1.32541728750565,0,100,"Untreated"
"7","7",12,1164,1484,211116,1.46661294356295,0,100,"Untreated"
"8","8",12,1358,1484,211116,1.25709680876825,0,100,"Untreated"
"9","9",8,1240,1484,211116,0.917815842100687,0,100,"Untreated"
"10","10",14,1240,1484,211116,1.6061777236762,0,100,"Untreated"
"11","11",8,1348,1484,211116,0.844281635166804,0,100,"Untreated"
"12","12",12,1298,1484,211116,1.31520606032918,0,100,"Untreated"
"13","13",10,1250,1484,211116,1.13809164420485,0,100,"Untreated"
"14","14",0,1172,1484,211116,0,0,100,"Untreated"
"15","15",6,1196,1484,211116,0.713686231733812,0,100,"Untreated"
"16","16",4,1228,1484,211116,0.463392363275591,0,100,"Untreated"
"17","17",6,1230,1484,211116,0.693958319637105,0,100,"Untreated"
"18","18",8,1308,1484,211116,0.870100645416553,0,100,"Untreated"
"19","19",12,1260,1484,211116,1.35487100500578,0,100,"Untreated"
"20","20",8,1290,1484,211116,0.882241584654924,0,100,"Untreated"
"21","21",10,1186,1484,211116,1.19950637036768,0,100,"Untreated"
"22","22",10,1182,1484,211116,1.20356561358381,0,100,"Untreated"
"23","23",2,1276,1484,211116,0.22298033781443,0,100,"Untreated"
"24","24",14,1250,1484,211116,1.59332830188679,0,100,"Untreated"
"25","25",14,1168,1484,211116,1.70518867924528,0,100,"Untreated"
"26","26",10,1280,1484,211116,1.1114176212938,0,100,"Untreated"
"27","27",2,1246,1484,211116,0.22834904578749,0,100,"Untreated"
"28","28",6,1248,1484,211116,0.68394930541157,0,100,"Untreated"
"29","29",8,1238,1484,211116,0.919298581748669,0,100,"Untreated"
"30","30",14,1238,1484,211116,1.60877251806017,0,100,"Untreated"
"31","31",10,1280,1484,211116,1.1114176212938,0,100,"Untreated"
"32","32",10,1246,1484,211116,1.14174522893745,0,100,"Untreated"
"33","33",6,1240,1484,211116,0.688361881575515,0,100,"Untreated"
"34","34",4,1218,1484,211116,0.467196898277854,0,100,"Untreated"
"35","35",6,1196,1484,211116,0.713686231733812,0,100,"Untreated"
"36","36",4,1252,1484,211116,0.454509442573823,0,100,"Untreated"
"37","37",6,1202,1484,211116,0.710123738064591,0,100,"Untreated"
"38","38",2,1248,1484,211116,0.227983101803857,0,100,"Untreated"
"39","39",10,1348,1484,211116,1.05535204395851,0,100,"Untreated"
"40","40",2,1204,1484,211116,0.236314710175426,0,100,"Untreated"
"41","41",8,1312,1484,211116,0.867447899546381,0,100,"Untreated"
"42","42",2,1196,1484,211116,0.237895410577937,0,100,"Untreated"
"43","43",6,1292,1484,211116,0.660656914205603,0,100,"Untreated"
"44","44",12,1210,1484,211116,1.4108574101713,0,100,"Untreated"
"45","45",8,1254,1484,211116,0.907569094262242,0,100,"Untreated"
"46","46",22,1220,1484,211116,2.56537050947815,0,100,"Untreated"
"47","47",4,1366,1484,211116,0.416578200660634,0,100,"Untreated"
"48","48",20,1230,1484,211116,2.31319439879035,0,100,"Untreated"
"49","49",2,1240,1484,211116,0.229453960525172,0,100,"Untreated"
"50","50",4,1286,1484,211116,0.442492863221171,0,100,"Untreated"
"51","51",4,1208,1484,211116,0.47106442227022,0,100,"Untreated"
"52","52",6,1266,1484,211116,0.674224907704296,0,100,"Untreated"
"53","53",4,1218,1484,211116,0.467196898277854,0,100,"Untreated"
"54","54",12,1212,1484,211116,1.40852926262977,0,100,"Untreated"
"55","55",12,1296,1484,211116,1.31723569931117,0,100,"Untreated"
"56","56",4,1258,1484,211116,0.45234167098762,0,100,"Untreated"
"57","57",4,1210,1484,211116,0.470285803390435,0,100,"Untreated"
"58","58",8,1246,1484,211116,0.913396183149961,0,100,"Untreated"
"59","59",12,1250,1484,211116,1.36570997304582,0,100,"Untreated"
"60","60",14,1204,1484,211116,1.65420297122798,0,100,"Untreated"
"61","61",8,1252,1484,211116,0.909018885147645,0,100,"Untreated"
"62","62",4,1270,1484,211116,0.448067576458603,0,100,"Untreated"
"63","63",8,1314,1484,211116,0.866127583108715,0,100,"Untreated"
"64","64",8,1238,1484,211116,0.919298581748669,0,100,"Untreated"
"65","65",4,1226,1484,211116,0.464148305140641,0,100,"Untreated"
"66","66",6,1318,1484,211116,0.647624228492897,0,100,"Untreated"
"67","67",16,1248,1484,211116,1.82386481443085,0,100,"Untreated"
"68","68",12,1272,1484,211116,1.34208920307176,0,100,"Untreated"
"69","69",10,1240,1484,211116,1.14726980262586,0,100,"Untreated"
"70","70",6,1304,1484,211116,0.65457724935095,0,100,"Untreated"
"71","71",16,1254,1484,211116,1.81513818852448,0,100,"Untreated"
"72","72",6,1324,1484,211116,0.644689375493685,0,100,"Untreated"
"73","73",18,1206,1484,211116,2.12330530635234,0,100,"Untreated"
"74","74",4,1210,1484,211116,0.470285803390435,0,100,"Untreated"
"75","75",4,1276,1484,211116,0.44596067562886,0,100,"Untreated"
"76","76",12,1300,1484,211116,1.31318266639021,0,100,"Untreated"
"77","77",6,1250,1484,211116,0.682854986522911,0,100,"Untreated"
"78","78",12,1230,1484,211116,1.38791663927421,0,100,"Untreated"
"79","79",8,1222,1484,211116,0.931335224390222,0,100,"Untreated"
"80","80",8,1258,1484,211116,0.90468334197524,0,100,"Untreated"
"81","81",8,1222,1484,211116,0.931335224390222,0,100,"Untreated"
"82","82",8,1304,1484,211116,0.872769665801267,0,100,"Untreated"
"83","83",16,1332,1484,211116,1.7088463126199,0,100,"Untreated"
"84","84",4,1280,1484,211116,0.44456704851752,0,100,"Untreated"
"85","85",2,1216,1484,211116,0.233982657114484,0,100,"Untreated"
"86","86",2,1228,1484,211116,0.231696181637796,0,100,"Untreated"
"87","87",10,1200,1484,211116,1.18551212938005,0,100,"Untreated"
"88","88",8,1250,1484,211116,0.910473315363881,0,100,"Untreated"
"89","89",8,1208,1484,211116,0.94212884454044,0,100,"Untreated"
"90","90",10,1182,1484,211116,1.20356561358381,0,100,"Untreated"
"91","91",12,1208,1484,211116,1.41319326681066,0,100,"Untreated"
"92","92",16,1268,1484,211116,1.79509723060702,0,100,"Untreated"
"93","93",6,1194,1484,211116,0.714881686058324,0,100,"Untreated"
"94","94",10,1140,1484,211116,1.24790750461058,0,100,"Untreated"
"95","95",16,1272,1484,211116,1.78945227076235,0,100,"Untreated"
"96","96",8,1322,1484,211116,0.860886266418194,0,100,"Untreated"
"97","97",4,1262,1484,211116,0.450907941444078,0,100,"Untreated"
"98","98",12,1288,1484,211116,1.32541728750565,0,100,"Untreated"
"99","99",10,1266,1484,211116,1.12370817950716,0,100,"Untreated"
"100","100",8,1274,1484,211116,0.89332154176205,0,100,"Untreated"
"101","101",8,1296,1484,211116,0.878157132874114,0,100,"Untreated"
"102","102",10,1222,1484,211116,1.16416903048778,0,100,"Untreated"
"103","103",8,1188,1484,211116,0.957989599499033,0,100,"Untreated"
"104","104",10,1280,1484,211116,1.1114176212938,0,100,"Untreated"
"105","105",6,1204,1484,211116,0.708944130526278,0,100,"Untreated"
"106","106",12,1198,1484,211116,1.4249895378191,0,100,"Untreated"
"107","107",2,1268,1484,211116,0.224387153825878,0,100,"Untreated"
"108","108",8,1242,1484,211116,0.916337877781684,0,100,"Untreated"
"109","109",10,1266,1484,211116,1.12370817950716,0,100,"Untreated"
"110","110",18,1232,1484,211116,2.07849529177022,0,100,"Untreated"
"111","111",14,1314,1484,211116,1.51572327044025,0,100,"Untreated"
"112","112",10,1210,1484,211116,1.17571450847609,0,100,"Untreated"
"113","113",4,1234,1484,211116,0.461139239953343,0,100,"Untreated"
"114","114",18,1296,1484,211116,1.97585354896676,0,100,"Untreated"
"115","115",4,1216,1484,211116,0.467965314228969,0,100,"Untreated"
"116","116",8,1166,1484,211116,0.976064874961279,0,100,"Untreated"
"117","117",18,1290,1484,211116,1.98504356547358,0,100,"Untreated"
"118","118",6,1220,1484,211116,0.69964650258495,0,100,"Untreated"
"119","119",16,1222,1484,211116,1.86267044878044,0,100,"Untreated"
"120","120",10,1234,1484,211116,1.15284809988336,0,100,"Untreated"
"121","121",6,1286,1484,211116,0.663739294831757,0,100,"Untreated"
"122","122",6,1248,1484,211116,0.68394930541157,0,100,"Untreated"
"123","123",8,1268,1484,211116,0.897548615303511,0,100,"Untreated"
"124","124",26,1282,1484,211116,2.88517772516831,0,100,"Untreated"
"125","125",8,1160,1484,211116,0.981113486383493,0,100,"Untreated"
"126","126",8,1248,1484,211116,0.911932407215426,0,100,"Untreated"
"127","127",4,1290,1484,211116,0.441120792327462,0,100,"Untreated"
"128","128",10,1246,1484,211116,1.14174522893745,0,100,"Untreated"
"129","129",10,1288,1484,211116,1.10451440625471,0,100,"Untreated"
"130","130",12,1260,1484,211116,1.35487100500578,0,100,"Untreated"
"131","131",6,1268,1484,211116,0.673161461477633,0,100,"Untreated"
"132","132",6,1288,1484,211116,0.662708643752825,0,100,"Untreated"
"133","133",6,1134,1484,211116,0.752706113892098,0,100,"Untreated"
"134","134",12,1218,1484,211116,1.40159069483356,0,100,"Untreated"
"135","135",14,1264,1484,211116,1.57568067828995,0,100,"Untreated"
"136","136",0,1316,1484,211116,0,0,100,"Untreated"
"137","137",6,1288,1484,211116,0.662708643752825,0,100,"Untreated"
"138","138",10,1218,1484,211116,1.16799224569463,0,100,"Untreated"
