"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",0,1118,28,130030,0,0,100,"Intervention"
"2","2",0,1114,28,130030,0,0,100,"Intervention"
"3","3",0,1134,28,130030,0,0,100,"Intervention"
"4","4",0,1106,28,130030,0,0,100,"Intervention"
"5","5",0,1038,28,130030,0,0,100,"Intervention"
"6","6",0,968,28,130030,0,0,100,"Intervention"
"7","7",0,1132,28,130030,0,0,100,"Intervention"
"8","8",0,1186,28,130030,0,0,100,"Intervention"
"9","9",0,1112,28,130030,0,0,100,"Intervention"
"10","10",2,1164,28,130030,7.9792587137948,0,100,"Intervention"
"11","11",2,1066,28,130030,8.71281157866524,0,100,"Intervention"
"12","12",0,1104,28,130030,0,0,100,"Intervention"
"13","13",0,1126,28,130030,0,0,100,"Intervention"
"14","14",0,982,28,130030,0,0,100,"Intervention"
"15","15",0,1006,28,130030,0,0,100,"Intervention"
"16","16",0,1094,28,130030,0,0,100,"Intervention"
"17","17",0,958,28,130030,0,0,100,"Intervention"
"18","18",0,1076,28,130030,0,0,100,"Intervention"
"19","19",0,1020,28,130030,0,0,100,"Intervention"
"20","20",0,1070,28,130030,0,0,100,"Intervention"
"21","21",0,1076,28,130030,0,0,100,"Intervention"
"22","22",0,958,28,130030,0,0,100,"Intervention"
"23","23",2,1106,28,130030,8.3977008524929,0,100,"Intervention"
"24","24",0,1016,28,130030,0,0,100,"Intervention"
"25","25",0,1026,28,130030,0,0,100,"Intervention"
"26","26",0,1118,28,130030,0,0,100,"Intervention"
"27","27",0,1052,28,130030,0,0,100,"Intervention"
"28","28",0,1086,28,130030,0,0,100,"Intervention"
"29","29",0,1082,28,130030,0,0,100,"Intervention"
"30","30",0,1130,28,130030,0,0,100,"Intervention"
"31","31",0,1144,28,130030,0,0,100,"Intervention"
"32","32",0,1116,28,130030,0,0,100,"Intervention"
"33","33",0,1034,28,130030,0,0,100,"Intervention"
"34","34",0,1052,28,130030,0,0,100,"Intervention"
"35","35",0,1060,28,130030,0,0,100,"Intervention"
"36","36",2,1076,28,130030,8.63183749336166,0,100,"Intervention"
"37","37",0,1174,28,130030,0,0,100,"Intervention"
"38","38",0,1042,28,130030,0,0,100,"Intervention"
"39","39",0,1092,28,130030,0,0,100,"Intervention"
"40","40",0,1058,28,130030,0,0,100,"Intervention"
"41","41",0,994,28,130030,0,0,100,"Intervention"
"42","42",0,1008,28,130030,0,0,100,"Intervention"
"43","43",0,1100,28,130030,0,0,100,"Intervention"
"44","44",2,1126,28,130030,8.24854097944684,0,100,"Intervention"
"45","45",0,1112,28,130030,0,0,100,"Intervention"
"46","46",0,1066,28,130030,0,0,100,"Intervention"
"47","47",0,1106,28,130030,0,0,100,"Intervention"
"48","48",0,1094,28,130030,0,0,100,"Intervention"
"49","49",0,1128,28,130030,0,0,100,"Intervention"
"50","50",2,1040,28,130030,8.93063186813187,0,100,"Intervention"
"51","51",0,1064,28,130030,0,0,100,"Intervention"
"52","52",0,1118,28,130030,0,0,100,"Intervention"
"53","53",2,1084,28,130030,8.56813389562467,0,100,"Intervention"
"54","54",0,1176,28,130030,0,0,100,"Intervention"
"55","55",0,1184,28,130030,0,0,100,"Intervention"
"56","56",0,1076,28,130030,0,0,100,"Intervention"
"57","57",0,1038,28,130030,0,0,100,"Intervention"
"58","58",0,1096,28,130030,0,0,100,"Intervention"
"59","59",0,1062,28,130030,0,0,100,"Intervention"
"60","60",0,1120,28,130030,0,0,100,"Intervention"
"61","61",0,1084,28,130030,0,0,100,"Intervention"
"62","62",0,1106,28,130030,0,0,100,"Intervention"
"63","63",0,1050,28,130030,0,0,100,"Intervention"
"64","64",0,1068,28,130030,0,0,100,"Intervention"
"65","65",0,1110,28,130030,0,0,100,"Intervention"
"66","66",0,1040,28,130030,0,0,100,"Intervention"
"67","67",0,1034,28,130030,0,0,100,"Intervention"
"68","68",0,1098,28,130030,0,0,100,"Intervention"
"69","69",0,1038,28,130030,0,0,100,"Intervention"
"70","70",2,1078,28,130030,8.61582295255765,0,100,"Intervention"
"71","71",0,1094,28,130030,0,0,100,"Intervention"
"72","72",0,1148,28,130030,0,0,100,"Intervention"
"73","73",0,1068,28,130030,0,0,100,"Intervention"
"74","74",2,1118,28,130030,8.30756452849476,0,100,"Intervention"
"75","75",0,1030,28,130030,0,0,100,"Intervention"
"76","76",0,1036,28,130030,0,0,100,"Intervention"
"77","77",0,1008,28,130030,0,0,100,"Intervention"
"78","78",0,1074,28,130030,0,0,100,"Intervention"
"79","79",0,1132,28,130030,0,0,100,"Intervention"
"80","80",0,1066,28,130030,0,0,100,"Intervention"
