"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",6,2352,590,504758,2.18245416810792,0,100,"Intervention"
"2","2",2,2304,590,504758,0.742640654425612,0,100,"Intervention"
"3","3",6,2188,590,504758,2.34603848418182,0,100,"Intervention"
"4","4",0,2266,590,504758,0,0,100,"Intervention"
"5","5",0,2130,590,504758,0,0,100,"Intervention"
"6","6",2,2140,590,504758,0.799553302708696,0,100,"Intervention"
"7","7",2,2296,590,504758,0.745228252524656,0,100,"Intervention"
"8","8",0,2268,590,504758,0,0,100,"Intervention"
"9","9",0,2304,590,504758,0,0,100,"Intervention"
"10","10",0,2332,590,504758,0,0,100,"Intervention"
"11","11",0,2224,590,504758,0,0,100,"Intervention"
"12","12",0,2254,590,504758,0,0,100,"Intervention"
"13","13",4,2152,590,504758,1.59018965408607,0,100,"Intervention"
"14","14",4,2192,590,504758,1.56117159470494,0,100,"Intervention"
"15","15",0,2162,590,504758,0,0,100,"Intervention"
"16","16",2,2276,590,504758,0.75177683119359,0,100,"Intervention"
"17","17",0,2328,590,504758,0,0,100,"Intervention"
"18","18",4,2326,590,504758,1.47123307635134,0,100,"Intervention"
"19","19",0,2166,590,504758,0,0,100,"Intervention"
"20","20",8,2328,590,504758,2.93993826081892,0,100,"Intervention"
"21","21",4,2250,590,504758,1.52092806026365,0,100,"Intervention"
"22","22",2,2318,590,504758,0.738155335546424,0,100,"Intervention"
"23","23",8,2172,590,504758,3.15109404750757,0,100,"Intervention"
"24","24",4,2212,590,504758,1.54705611916511,0,100,"Intervention"
"25","25",0,2218,590,504758,0,0,100,"Intervention"
"26","26",2,2302,590,504758,0.743285867852567,0,100,"Intervention"
"27","27",0,2160,590,504758,0,0,100,"Intervention"
"28","28",0,2354,590,504758,0,0,100,"Intervention"
"29","29",2,2164,590,504758,0.790685798427269,0,100,"Intervention"
"30","30",6,2278,590,504758,2.25335039657148,0,100,"Intervention"
"31","31",6,2206,590,504758,2.3268958310924,0,100,"Intervention"
"32","32",2,2294,590,504758,0.745877972012472,0,100,"Intervention"
"33","33",2,2318,590,504758,0.738155335546424,0,100,"Intervention"
"34","34",2,2044,590,504758,0.837105708315367,0,100,"Intervention"
"35","35",6,2150,590,504758,2.38750335041387,0,100,"Intervention"
"36","36",2,2120,590,504758,0.807096258394628,0,100,"Intervention"
"37","37",0,2192,590,504758,0,0,100,"Intervention"
"38","38",6,2176,590,504758,2.35897619641077,0,100,"Intervention"
"39","39",2,2214,590,504758,0.772829298914458,0,100,"Intervention"
"40","40",6,2122,590,504758,2.41900669339766,0,100,"Intervention"
"41","41",0,2292,590,504758,0,0,100,"Intervention"
"42","42",0,2248,590,504758,0,0,100,"Intervention"
"43","43",2,2292,590,504758,0.746528825391191,0,100,"Intervention"
"44","44",0,2254,590,504758,0,0,100,"Intervention"
"45","45",4,2170,590,504758,1.57699914082637,0,100,"Intervention"
"46","46",2,2298,590,504758,0.744579663967193,0,100,"Intervention"
"47","47",6,2220,590,504758,2.31222171323866,0,100,"Intervention"
"48","48",8,2260,590,504758,3.02839658017099,0,100,"Intervention"
"49","49",0,2166,590,504758,0,0,100,"Intervention"
"50","50",4,2218,590,504758,1.54287111613761,0,100,"Intervention"
"51","51",2,2184,590,504758,0.783445085987459,0,100,"Intervention"
"52","52",6,2238,590,504758,2.29362475575953,0,100,"Intervention"
"53","53",2,2166,590,504758,0.789955709970734,0,100,"Intervention"
"54","54",0,2226,590,504758,0,0,100,"Intervention"
"55","55",4,2178,590,504758,1.57120667382609,0,100,"Intervention"
"56","56",0,2178,590,504758,0,0,100,"Intervention"
"57","57",2,2204,590,504758,0.776335783936756,0,100,"Intervention"
"58","58",0,2214,590,504758,0,0,100,"Intervention"
"59","59",2,2394,590,504758,0.714721832830664,0,100,"Intervention"
"60","60",4,2164,590,504758,1.58137159685454,0,100,"Intervention"
"61","61",2,2302,590,504758,0.743285867852567,0,100,"Intervention"
"62","62",4,2244,590,504758,1.5249947128312,0,100,"Intervention"
"63","63",0,2090,590,504758,0,0,100,"Intervention"
"64","64",8,2308,590,504758,2.96541432893693,0,100,"Intervention"
"65","65",4,2292,590,504758,1.49305765078238,0,100,"Intervention"
"66","66",0,2094,590,504758,0,0,100,"Intervention"
"67","67",0,2288,590,504758,0,0,100,"Intervention"
"68","68",0,2290,590,504758,0,0,100,"Intervention"
"69","69",0,2264,590,504758,0,0,100,"Intervention"
"70","70",2,2294,590,504758,0.745877972012472,0,100,"Intervention"
"71","71",2,2238,590,504758,0.764541585253177,0,100,"Intervention"
"72","72",2,2216,590,504758,0.772131799547207,0,100,"Intervention"
"73","73",0,2140,590,504758,0,0,100,"Intervention"
"74","74",12,2190,590,504758,4.68779196656606,0,100,"Intervention"
"75","75",2,2272,590,504758,0.753100381952733,0,100,"Intervention"
"76","76",4,2402,590,504758,1.42468282081316,0,100,"Intervention"
"77","77",2,2382,590,504758,0.718322446598073,0,100,"Intervention"
"78","78",0,2240,590,504758,0,0,100,"Intervention"
"79","79",4,2332,590,504758,1.46744774253569,0,100,"Intervention"
"80","80",0,2306,590,504758,0,0,100,"Intervention"
"81","81",6,2180,590,504758,2.35464779972011,0,100,"Intervention"
"82","82",0,2312,590,504758,0,0,100,"Intervention"
"83","83",6,2260,590,504758,2.27129743512824,0,100,"Intervention"
"84","84",0,2226,590,504758,0,0,100,"Intervention"
"85","85",2,2172,590,504758,0.787773511876892,0,100,"Intervention"
"86","86",6,2212,590,504758,2.32058417874766,0,100,"Intervention"
"87","87",2,2150,590,504758,0.795834450137958,0,100,"Intervention"
"88","88",0,2162,590,504758,0,0,100,"Intervention"
"89","89",6,2268,590,504758,2.26328580396377,0,100,"Intervention"
"90","90",4,2286,590,504758,1.49697643726738,0,100,"Intervention"
"91","91",6,2262,590,504758,2.26928921458436,0,100,"Intervention"
"92","92",0,2236,590,504758,0,0,100,"Intervention"
"93","93",2,2358,590,504758,0.725633616538003,0,100,"Intervention"
"94","94",2,2300,590,504758,0.743932203389831,0,100,"Intervention"
"95","95",4,2206,590,504758,1.55126388739493,0,100,"Intervention"
"96","96",6,2060,590,504758,2.49181174921836,0,100,"Intervention"
"97","97",0,2324,590,504758,0,0,100,"Intervention"
"98","98",6,2182,590,504758,2.3524895524243,0,100,"Intervention"
"99","99",6,2302,590,504758,2.2298576035577,0,100,"Intervention"
"100","100",4,2238,590,504758,1.52908317050635,0,100,"Intervention"
"101","101",2,2180,590,504758,0.784882599906702,0,100,"Intervention"
"102","102",0,2298,590,504758,0,0,100,"Intervention"
"103","103",8,2314,590,504758,2.95772526844704,0,100,"Intervention"
"104","104",0,2312,590,504758,0,0,100,"Intervention"
"105","105",2,2236,590,504758,0.76522543282496,0,100,"Intervention"
