"","permutation","a","b","c","d","tau","r_lower","r_upper","intervention"
"1","1",2,1434,84,264028,4.38380819552368,0,100,"Intervention"
"2","2",0,1404,84,264028,0,0,100,"Intervention"
"3","3",0,1408,84,264028,0,0,100,"Intervention"
"4","4",2,1346,84,264028,4.67041675511215,0,100,"Intervention"
"5","5",0,1398,84,264028,0,0,100,"Intervention"
"6","6",0,1350,84,264028,0,0,100,"Intervention"
"7","7",0,1478,84,264028,0,0,100,"Intervention"
"8","8",0,1426,84,264028,0,0,100,"Intervention"
"9","9",0,1438,84,264028,0,0,100,"Intervention"
"10","10",0,1442,84,264028,0,0,100,"Intervention"
"11","11",0,1420,84,264028,0,0,100,"Intervention"
"12","12",0,1644,84,264028,0,0,100,"Intervention"
"13","13",4,1388,84,264028,9.05818581034719,0,100,"Intervention"
"14","14",0,1382,84,264028,0,0,100,"Intervention"
"15","15",0,1350,84,264028,0,0,100,"Intervention"
"16","16",0,1336,84,264028,0,0,100,"Intervention"
"17","17",2,1358,84,264028,4.62914650396241,0,100,"Intervention"
"18","18",0,1404,84,264028,0,0,100,"Intervention"
"19","19",0,1440,84,264028,0,0,100,"Intervention"
"20","20",0,1322,84,264028,0,0,100,"Intervention"
"21","21",4,1372,84,264028,9.16382063029293,0,100,"Intervention"
"22","22",0,1384,84,264028,0,0,100,"Intervention"
"23","23",2,1492,84,264028,4.21339205923656,0,100,"Intervention"
"24","24",0,1424,84,264028,0,0,100,"Intervention"
"25","25",2,1430,84,264028,4.3960705960706,0,100,"Intervention"
"26","26",0,1504,84,264028,0,0,100,"Intervention"
"27","27",2,1496,84,264028,4.20212630506748,0,100,"Intervention"
"28","28",0,1528,84,264028,0,0,100,"Intervention"
"29","29",2,1394,84,264028,4.50959896153583,0,100,"Intervention"
"30","30",0,1364,84,264028,0,0,100,"Intervention"
"31","31",0,1338,84,264028,0,0,100,"Intervention"
"32","32",2,1338,84,264028,4.69834151896932,0,100,"Intervention"
"33","33",0,1502,84,264028,0,0,100,"Intervention"
"34","34",0,1458,84,264028,0,0,100,"Intervention"
"35","35",0,1340,84,264028,0,0,100,"Intervention"
"36","36",2,1390,84,264028,4.5225762247345,0,100,"Intervention"
"37","37",0,1394,84,264028,0,0,100,"Intervention"
"38","38",2,1326,84,264028,4.7408604467428,0,100,"Intervention"
"39","39",0,1454,84,264028,0,0,100,"Intervention"
"40","40",0,1382,84,264028,0,0,100,"Intervention"
"41","41",0,1458,84,264028,0,0,100,"Intervention"
"42","42",0,1346,84,264028,0,0,100,"Intervention"
"43","43",0,1384,84,264028,0,0,100,"Intervention"
"44","44",2,1370,84,264028,4.58859923531456,0,100,"Intervention"
"45","45",0,1414,84,264028,0,0,100,"Intervention"
"46","46",0,1370,84,264028,0,0,100,"Intervention"
"47","47",0,1354,84,264028,0,0,100,"Intervention"
"48","48",0,1420,84,264028,0,0,100,"Intervention"
"49","49",0,1374,84,264028,0,0,100,"Intervention"
"50","50",2,1416,84,264028,4.4395345708905,0,100,"Intervention"
"51","51",0,1358,84,264028,0,0,100,"Intervention"
"52","52",0,1330,84,264028,0,0,100,"Intervention"
"53","53",2,1406,84,264028,4.47111020795231,0,100,"Intervention"
"54","54",0,1458,84,264028,0,0,100,"Intervention"
"55","55",0,1324,84,264028,0,0,100,"Intervention"
"56","56",0,1518,84,264028,0,0,100,"Intervention"
"57","57",0,1328,84,264028,0,0,100,"Intervention"
"58","58",0,1390,84,264028,0,0,100,"Intervention"
"59","59",2,1452,84,264028,4.3294634658271,0,100,"Intervention"
"60","60",0,1420,84,264028,0,0,100,"Intervention"
"61","61",0,1360,84,264028,0,0,100,"Intervention"
"62","62",0,1488,84,264028,0,0,100,"Intervention"
"63","63",0,1408,84,264028,0,0,100,"Intervention"
"64","64",0,1470,84,264028,0,0,100,"Intervention"
"65","65",2,1556,84,264028,4.04009058636308,0,100,"Intervention"
"66","66",0,1466,84,264028,0,0,100,"Intervention"
"67","67",0,1384,84,264028,0,0,100,"Intervention"
"68","68",0,1372,84,264028,0,0,100,"Intervention"
"69","69",8,1388,84,264028,18.1163716206944,0,100,"Intervention"
